content,score
"Aku mah percaya sihh sama BCA, boleh saran gak kak? Kayaknya akan lebih mudah kalau pas mau transfer-transfer sesuai post masing2. Misal aku udah bikin post khusus transport, nah aku bisa kirim dari post transport itu. Bukan dari post utama. Kalau sekarang kan masih harus dari post utama ya sistemnya, jadi agak ribet. Tolong direalisasikan dong kakkk pasti bakal jadi lebih mudah nihhh. Makasiiii 🥰🥰",5
"baru pakai,sekali setor tunai gaada delay sama sekali, beda dengan yang lain banyak kendala setoran tidak masuk atau tarik tunai,di blu tidak ada ada kendala apapun selama saya pakai, blu aplikasi yang paling enak untuk dipakai kaum milenialis,untuk kedepanya blu semakin banyakin event event nya ya hehe",5
"Nggak heran sih pas liat rating aplikasi ini sebelum download, maaf kasih bintang 1 dulu. Niat pengen cepet punya rekening BCA malah berujung kecewa. Mau dateng bikin rekening ke kantor cabang males ngantrinya kayak orang mau antri buat di vaksin. Udah registrasi, aktifasi, pas giliran mau top up eh malah ""No rekening tidak ditemukan"", ngenezzz.. Please perbaiki sistemnya, kalau bisa adain layanan buat nasabah buat kartu debit dikirim langsung ke rumah tanpa harus ke cabang.. Thanks BCA",1
Baru coba karena dapet rekomen di platform laen Coba dan eh berat amat apknya Lemot dan juga susah verifikasi wajah Padahal udah pas tapi masih aja nggak bisa Tolong perbaiki dong...,2
"Sangat oke 👍 Bank Digital tbk... Keamanan sudah tidak diragukan lagi, dicoba lupa password, bukan hanya memberikan kode otp tapi juga harus scan wajah, mantap blu by BCA Digital.👍",5
"Sudah bagus pembaruannya, tapi tolong kasih pilihan akses buat transfer cukup hanya dengan finger print saja, tidak usah gunakan ""face recognation"" segala malah bikin ribet, kl pas tf nya siang kl pas malem kan kurang cahaya jd susah tf nya, jadikana pilihan aja buat face recognation nya di pengaturan aplikasi nya, jadi bisa buat kenyamanan juga",5
"Kok gak bisa masuki kode referal ke teman,tolong jelasi donk gimana aplikasi ini,kalo gak mau bayar gak ush pake event kek ini ,mau nyaingin neo tp gk terbukti bayar,dan tidak bisa vertifikasi email, dan kenapa kode referal saya selalu tidak valid ,setiap ajak teman",1
"Aplikasi berat tidak smooth, tidak bisa bayar cc bca, tidak ada promo menarik, aplikasi terasa biasa aja, aplikasi kadang eror, bagus bca mobile",1
"Ketemu blu BCA kayak ketemu partner hidup hehe ngerasa cocok deh karna aplikasinya milenial dan aku bgt, user friendly, fiturnya banyak dan sesuai kebutuhan kita di masa kini. Punya solusi juga untuk segala jenis rekening pokoknya ada di BLU. MAKASIH BCA DAN BLU 🥳",5
"Aplikasinya bagus, bisa diakses kapan saja, cara daftarnya yang mudah dan cepat, banyak fitur yang bisa digunakan dan cara menggunakan aplikasinya gampang.",5
"Baru kali ini saldo rekening bisa dibagi"" untuk berbagai keperluan dan tabungan yang berbeda. Satu rekening bisa bermanfaat untuk banyak hal. Makasih blu, semoga kedepannya semakin baik..",5
"Yaampunnnnnnn suka banget sama aplikasinyaaaaaa, mudah dipakai dan pastinya praktis bangetttt, gaperlu ribet lagi antri di depan mesin ATM apalagi dimasa Pandemi kaya gini, cukup buka aplikasinya langsung bisa top up ataupun transfer sepuasnyaaa ❤️❤️",5
"fiturnya keren bangettt! bener2 definisi bank digital, minusnya apk kalo loading lamaaaa semoga ditingkatin lagi yaa kecepatan performa nya",5
"Bisa di bantu akunku terblokir, 3kali salah masuk pasword saat topup gopay, masaan harus ngulang dari awal lagi, slalu gagal saat pengenalan wajah miringkan ke kiri. Kemarin sibuk nelfoni, kapan digunakan, uda di gunakan riset pswrd aja ngulang dari awal. Tolong bantu admin, kok susah kali pengenalan wajah. Sangat rumit, pengenalan wajah aja susah",1
"Aplikasi nya sangat bagus sebenarnya, cuma pusat bantuan yang di sediakan, pelayanan nya masih kurang, saya membuat laporan penipuan, tapi belum ada balasan sama sekali, saya kirim pesan lewat email dan akun Instagram resmi dari blu tetap saja tidak ada tanggapan, mohon pelayanan nya di perbaiki, fast respon itu sangat penting, mohon keluhan saya di dengar oleh pihak BLU, terima kasih",4
Aplikasinya sangat berguna. Tampilannya yang simple memudahkan untuk bertransaksi. Saran lebih dikembangkan fiturnya agar lebih lengkap.,5
"pengalaman banking yang kurang menyenangkan... tolong diperbaiki saat melakukan penarikan tunai sangat sulit dilakukan dan selalu transaksi gagal... ditambah tidak ada kartu debit, jadi cukup menyusahkan...",2
"Blu memberikan pelayanan yg optimal,tanpa ribet, modern, aplikasi juga sangat mudah digunakan, cepat. Tidak sia2 pakai blu.",5
"Halo mau tanya kok ssh 2hari ini kode otp g diterima ya saat mau buka bca blu,,, pulsa tersedia, jaringan stabil, masa aktf kartu jg msh lama, tapi kenapa kode otp tak kunjung di terima... Tolong ini di perbaiki... Saya kasi dlu bintang 2 karena agak kecewa",2
"Ini aplikasi buat nabung, buat deposito, nabung bareng-bareng, yang paling praktis dan mudah digunakan! Enggak perlu keluar rumah, bisa langsung punya rekening baru di blu hehe",5
"Mau daftar kenapa harus sampai minta surat dari kecamatan hanya karena saya sedang tidak di domisili ktp saya? Ketika ditanya saat video call jawabannya hanya 'memang seperti itu ka sistem nya', lalu kenapa saat saya daftar bersamaan dengan teman-teman saya, yang lain tidak diminta surat seperti itu? Dimana teman-teman saya juga sedang tidak di domisili masing-masing. Aneh dan tidak jelas",1
"Aplikasi nya masih ada bug,pas pilih menu tanggal lahir. Utk tanggal,bulan dan tahun nya discroll bergerak sendiri gk bisa di pilih angka2 nya sama bulan dan tahun nya",1
Ditingkatkan lagi. Verifikasi email gak pernah sesuai.buat apa disuruh verifikasi kalau lemot. Jaringan baik data atau WiFi udah dipake. Jgn balas jaringan.,1
"Di suruh update, pas udh update malah gagal masuk, katanya pin salah. Udh verifikasi ulang dgn masukan ulang no ktp dan detek wajah eeh wajah ga di kenali .. udh bbrpa kali coba tetep sama.",2
"Tidak bisa login,muncul begini terus ""oops... gak ada koneksi internet"" Padahal sinyal & kecepatan Wifi sama data bagus",1
"Aplikasi apaan sih ini , tiap transaksi selalu ""sepertinya ada masalah , silakan coba lagi"" mulu , payah. Bullshiy lah dr dulu setting waktu udah otomatis ni hp",1
Sebenernya bagus siih aplikasi nya cuma masih banyak yg awam. Udh di kasih tau transfer nya lewat antar bank tetep aja ke antar rekening aduh. Mending di satuin aja dh kalo bisa biar orang yg awam pada ga bingung,4
Mana katanya udah rilis blu debit card fisiknya kok di saya gak ada tombol request kartu nya sih padahal saya kak udah lama punya blu virtual cardnya tolong dong di update kek apa gitu biar saya bisa request kartu fisiknya dari blu,4
"Terblokir, Verifikasi wajah gagal terus....., Yg di tawarkan hanya verifikasi wajah terus, Sdh komplain ke call center jawabannya hanya dicoba lagi, Tidak ada solusi...!!! Uninstal saja...!!!!!",1
"Sangat buruk sekali BLU ini sangat buruk aplikasinya bukan BCAnya tapi BLU ini sangat Buruk sekali membuat nama BCA jadi yang sangat bagus menjadi buruk dana saya hilang begitu saja saat top up di BLU saldo tidak masuk malah saya harus hubungi berkali kali sampai sekarang belum ada kejelasan dan saya sudah hubungi ke 3 CS : hubungi ke BLU di oper ke halo BCA 1500888 tapi di oper lagi ke Halo BCA Play Store yang gratis, sudah saya hubungi pun dana saya masih hilang dan main oper""an terus, KECEWA",1
"Pengiriman kode verifikasi kadang suka lama, jadi verifikasi yang pertama ga ke kirim akhirnya ngajuin verifikasi ulang. Dan yang lama nyampe yang baru ketiban yang lama jadi salah mulu verifikasi",3
"Capek banget kalo mau login harus hapus data apl,kalo ga gitu stuck di logo awal. Nanti udh tunggu lama gataunya otp error, udah ke bantuan gmail cuma ngomong jaringan, jaringan saha udah kuat tapi tetep stuck di tampilan awal pas klik apl. Bca loh masa begini",1
Aplikasi BLU sangat membantu saya dalam melakukan transaksi secara finansial dan non finansial melalui handphone dan fitur-fiturnya sangat membantu saya dalam menabung. Makasih aplikasi BLU telah memotivasi saga dalam menabung dengan goals-goals hehe,5
"Dijaman yg mulai serba digital ini blu bca hadir menjawab tantangan,, keren sih sekarang apa apa semua mudah, buka rekening gak perlu lagi antri ke bank, pake blu semua bisa semua mudah,, yg mau gabung bisa dicoba pake kode referral ini MOCHIFECG biar dapet reward sama sama :) >> MOCHIFECG",5
"Udh tinggal vc untuk oembukaan rekening , susahnya minta ampun, padahal internet stabil, tp ttep aja ga bisa, jenius, common bank gampang g perlu berkali kali nyoba buat pembukaan rekening, sekali tlp langsung bisa, kalo memang sistemnya mash belum normal jangan buat aplikasi, aplikasi ko payah gini",1
sangat cocok untuk umkm.. satu2 nya bank digital yg sdh terintegrasi dengan bank swasta dgn layanan terbaik dan mesin atm setor tunai terbaik di indonesia yg juga serba digital.. transfer dari bca ke blue dan sebaliknya yg real free .. blu for saving...bca for all transaction..make it perfect.. blm ada satupun bank lain di indonesia dgn kolaborasi sesempurna ini...,5
"No. Hp sy kebetulan kemarin hangus gara2 lupa isi pulsa. Otomatis ga bsa dpet otp dong. Dan disitu ga ada opsi lain yg ditawarkan (ya udh deh, anggep aja ilang akunnya 😂).",3
Puas banget sama aplikasi iniii... Mempermudahh dan praktis digunakannya. Transaksinya pun nggak ribettt...,5
"Saya baru download blu, pas pendaftaran kok gak ada sesi videocall sama CS nya ya? apakah ini beneran aplikasi resmi dari bca? semoga iya. semua fiturnya simple, memudahkan. keamanan bagus.",4
"Aku pake aplikasi ini dari awal masih beta belum di rilis, sampe sekarang masih aku pake untuk nabung. Nabung jadi seru karen ada fitur blugether jadi bisa ajak temen untuk nabung bareng, bisa deposito mulai dari 1jt ajaa dengan bunga mulai dari 3%. Kalo kamu pengguna blibli kamu bisa dapet potongan juga kalo bayarnya pake blu, banyak diskonnya deh bayar pake blu tiap bulan pasti ada diskon. Bisa tarik tunai lewat atm bca juga👌🏻",5
"Saya sebagai salah satu perwakilan anak milenial merasa sangat kebantu sama nih aplikasi, mslahnya tiap hari megangin hp mulu, jadinya untuk orang yg sering bergantung sm hp merasa sangat kebantu dgn aplikasi kek gini, mudah""an bisa lebih di tingkatkan lagi kedepannya, yuk bisa yuk bisa 🔥🔥",5
"sebagai aplikasi baru yang belum sempurna blu sudah cukup bagus, namun ke depannya saya berharap blu bisa lebih baik lagi, misal memperbanyak merchant yang akan bekerja sama dengan blu dan blu bisa menjadi lebih lengkap.",4
BCa digital kaya gini adalah aplikasi yNg membantu mempermudah traksaksi. Semua serba digital dan semuanya navigasi jelas,5
"ini sangat Simple.. Login hanya menggunakan Password.. Tampilan pun simple untuk Bertransaksi (Setor/Maupun Tarik Tunai) 💯💯💯 Sat set sat sett. Tolong sediain Pembuatan kartu fisik dong.. Hehehe.. Yg paling saya seneng adalah disini VideoCall Pada Saat Pembuatannya Gk ribet.. Gk banyak tanya.. cuman Menanyakan, Apakah ini nomor sendiri??, apakah untuk kebutuhan transaksi sendiri?? Nama e-ktp apa??, Nama ibu Kandung??, Email nya bisa di sebutkan??Simple💯.Tadinya paling males VC an bnyak tny",5
Tolong di perbaiki aplikasinya berat dan lemot saya pakai hape DG RAM 8GB...TETEP LEMOT apalagi RAM dibawahnya mungkin kasihan tidak bisa buka,3
Aplikasinya keren banget!!!! Bisa diakses dimanapun dan semua layanan bisa diakses melalui handphone jadi lebih mudah. Cara daftarnya juga gampang banget,5
Aplikasi yang sangat bagus dan mudah dipakai... Manula seperti saya saja bisa pakai... Cuma pilihan warnanya terlalu terang membuat mata saya sakit... mohon dipertimbangkan🙏🙏,5
Semua fitur lumayan lengkap... yg kurang cuma 1.. kenapa waktu buka aplikasi harus pake kunci keamanan... tolong opsi kunci keamanan pake sidik jari di hilangkan... dan di tidak wajibkan pakai... karena itu hak masing2 orang.. jangan maksa pake sidik jari.. selebihnya mantap,5
"transaksinya cepat mudah, ada dua minusnya nggak bisa cetak print lewat bluetooth, dan tambahin lagi dong free transfer ke antar bank",5
"Wah aplikasi yg inovatif ini. Aku bisa buka banyak rekening tanpa harus repot2 antri pergi ke bank. Aku bisa buka rekening untuk simpan uang blanja, uang gaji, uang sekolah. Memudahkan banget, uangku jadi ngga kecampur2.l, ngga ada setoran minimalnya juga saat buka rekening awal. Dan yg paling penting tuh bebas biaya adminnya, nau transfer2 gratis,mau top up2 juga gratis",5
Blu by bca digital. Bank digital terbaik. Tanpa kartu dan buku. Sangat mudah untuk bertransaksi. Dengan menu yang simple dan mudah dimengerti. Dan free biaya admin tiap bulan. Nabung/investasi pun lbh mudah❤ i'm in love with blu🌈,5
"Sampai sekarang saya belum terdaftar di karenakan selalu gagal ketika verivikasi wajah ,padahal wajah saya sudah terlihat jelas dan pencahayaan sudah baik tapi sayang aplikasi mengatakan wajah saya buram sampai 5x percobaan saya menyerah dan uninstall...",2
Dari segi user interface Aplikasi ini sangat bagus dan tampilannya milenial tapi saran saya ada beberapa fitur yang harus ditambah di aplikasi ini termasuk salah satunya adalah fitur kartu debit by kartu debit secara fisik dan kartu debit online agar nanti bisa mendukung semua transaksi yang dilakukan oleh para milenial pengguna aplikasi. Intinya buat blu tetap semangat untuk mengembangkan inovasi terbaru dalam transaksi perbankan untuk generasi milenial.,5
"seminggu pake blu sih enak pakenya banyak reward, aplikasi mudah dan enteng, cuma kecewa ga ada buat isi ulang dan cek saldo flazz, kupikir ada, soalnya akun bca mobile ku nyangkut, makanya pindah ke blu 🥲",4
"Sudah 3x ini saya tidak bisa login, kenapa yang tampil malah halaman seperti awal register. Pas perlu dana malam2 susah buka aplikasinya. Repot juga. (Sekarang sudah lebih bagus lagi. Saya update bintang 5 ya.)",5
Blu aplikasi yang ribet dan banyak drama .. Udah verifikasih wajah sudah tepat sesuai arahan tapi masih aja gagal dan ga bisa verifikasi... Gw unisttall lebih baek gw pake apk sebelah aja praktis dan ga banyak drama...,1
"Saya kasih ☆☆☆☆☆, Blu sudah Ok, hanya proses Video Call saat verifikasi pembukaan rekening masih sangat buruk, sehingga calon nasabah baru jadi malas dan enggan melanjutkan.",5
Tambahkan fitur setoran lewat atm bca biar lebih mudah untuk menabung. *EDIT: akhirnya setelah lama menunggu skrng sudah bisa setor tunai. Sekarang menabung jadi lebih mudah. Kalau bisa ditambah juga fitur top up flazz biar lebih mantap.,5
"paling suka bagian banyak nya kompartemen saving nya, jadi bisa buat budgeting dan jadi tau sisa berapa buat budget apa apa nya. UX nya juga oke. thank you",5
"Sangat kecewa karena saya setor tunai sudah berhasil namun saldo belum nambah , ketika komplain prosesnya sngat lama , pdhal sngt dibutuhkan uang itu , namun sya hrus menunggu prosesnya yg sngat lama berkali"" telfon namun tanggapannya sama harus menunggu pdhal sangat urgent dan kendala terjadi dari pihak blu tpi sngat mengecewakan sekali . Awalnya saja enak dan gampang tpi ternyata jika terjadi kendala seperti ini prosesnya lama",1
"Hai! Ahaha. Sorry!! Aku sejauh ini make blu digital bener"" aman"" ajaa, udah makin baik apalagi sering ada maintenance di jam malam. Tapi ini agak bikin bingung, 3x tanpa sengaja pake kode yg sama untuk setor tunai itu kena block atau limit biasa ya? Karena ga ada pemberitahuan nya baik di mesin atm ataupun di aplikasi. Cuman ada pemberitahuan gagal, masih bisa perbarui kode tapi pas mau coba setor tunai lagi, ga bisa. Limit kah itu? Terimakasih sebelumnya 😄",4
"Halo kak, kenapa akun saya sedang di aktivasi trus yaa?? Sudah 5 hari begini trus kak, tidak bisa masuk, masukin password langsung ke menu akunmu dalam proses aktivasi, saya sudah daftar sampai wawancara juga, sudah menghubungi blu, email juga, tapi belum ada perubahan.mohon bantuannya",4
"Sering banget dibilang salah pin/ password. Akhirnya hrs verifikasi data lagi, makan waktu. Setelah verifikasi, app dibuka ulang malah erorr.",2
"aplikasi ini bener bener mudah digunakan, dan simple dalam melakukan apa yang kita mau. dari aplikasi yang praktis ini bener bener yahut sih kinerja nyaa, semoga kedepannya terus mengembangkan untuk fitur fitur yang lainnya lebih keren lagi",5
