score,stemmed,text_akhir,polarity_score,polarity,sentiment
3,"['pakai', 'screenlock', 'bank', 'online', 'pakai', 'aman', 'pakai', 'passwordpin', 'wajib', 'screenlock', 'bikin', 'ribet', 'edit', 'aman', 'hp', 'tanggung', 'tanggung', 'pusing', 'mikirin', 'aman', 'hp', 'orang', 'pikir', 'aman', 'aplikasi', 'edit', 'aplikasi', 'bca', 'screenlock']",pakai screenlock bank online pakai aman pakai passwordpin wajib screenlock bikin ribet edit aman hp tanggung tanggung pusing mikirin aman hp orang pikir aman aplikasi edit aplikasi bca screenlock,-26,negative,-1
5,"['tolong', 'bayar', 'qrisnya', 'sistem', 'bayar']",tolong bayar qrisnya sistem bayar,-7,negative,-1
2,"['buka', 'app', 'stuck', 'logo', 'doang']",buka app stuck logo doang,0,neutral,0
3,"['armand', 'prinsip', 'nyaman', 'aman', 'costumer', 'aman', 'blu', 'nyaman', 'motion', 'lambat', 'tolong', 'baik', 'terima', 'kasih']",armand prinsip nyaman aman costumer aman blu nyaman motion lambat tolong baik terima kasih,15,positive,1
5,"['terimakasih', 'blu', 'transaksi', 'mudah', 'sukses', 'aamiin']",terimakasih blu transaksi mudah sukses aamiin,17,positive,1
2,"['fitur', 'bagus', 'apk', 'lemottt', 'banget']",fitur bagus apk lemottt banget,-1,negative,-1
3,"['loadingnya', 'masuk', 'akunnyamuter']",loadingnya masuk akunnyamuter,-3,negative,-1
4,"['baharu', 'bca', 'blu', 'banget', 'proses', 'transfer']",baharu bca blu banget proses transfer,2,positive,1
2,"['cepat', 'apk', 'hambat', 'lot']",cepat apk hambat lot,-9,negative,-1
1,"['haduh', 'tanggal', 'januari', 'koneksi', 'putus', 'melulu', 'nihh', 'ganggu', 'transaksi', 'uang', 'blu', 'naro', 'uang', 'blu', 'deh', 'koneksi', 'stabil']",haduh tanggal januari koneksi putus melulu nihh ganggu transaksi uang blu naro uang blu deh koneksi stabil,-13,negative,-1
5,"['halo', 'blu', 'fitur', 'tampil', 'qris', 'nyajd', 'scansoalnya', 'merchant', 'pke', 'sistem', 'scan', 'qris', 'kitamudahan', 'bahan', 'timbang', 'update']",halo blu fitur tampil qris nyajd scansoalnya merchant pke sistem scan qris kitamudahan bahan timbang update,-8,negative,-1
5,"['mudah', 'digunakanlanjutkan', 'expansi', 'bayar', 'skr', 'era', 'digital', 'klu', 'crypto', 'masuk', 'rate', 'transaksinext', 'crypto']",mudah digunakanlanjutkan expansi bayar skr era digital klu crypto masuk rate transaksinext crypto,-2,negative,-1
1,"['wktu', 'udh', 'kluar', 'disuru', 'login', 'ulang', 'kendala', 'pdhl', 'hp', 'goyang', 'diriin', 'meja', 'ttep', 'kya', 'gtu', 'ribet', 'banget', 'jwbnya', 'tolong', 'pasti', 'pakai', 'kacamata', 'bla', 'bla', 'bla', 'anjing', 'complain', 'tu', 'udh', 'ikutin', 'intruksi', 'tetep', 'gabisa']",wktu udh kluar disuru login ulang kendala pdhl hp goyang diriin meja ttep kya gtu ribet banget jwbnya tolong pasti pakai kacamata bla bla bla anjing complain tu udh ikutin intruksi tetep gabisa,-7,negative,-1
5,"['lumayan', 'fitur', 'muas', 'sayang', 'fitur', 'pinjam', 'digital', 'lengkap', 'adain', 'credit', 'card', 'pitur', 'paylater', 'pinjam', 'tunai', 'creditbility']",lumayan fitur muas sayang fitur pinjam digital lengkap adain credit card pitur paylater pinjam tunai creditbility,6,positive,1
1,"['saat', 'daftar', 'proses', 'verifikasi', 'pasti', 'hp', 'goyang', 'posisi', 'hp', 'diam', 'gerak']",saat daftar proses verifikasi pasti hp goyang posisi hp diam gerak,-4,negative,-1
3,"['apps', 'berat', 'rusak', 'baik', 'cloose', 'jaring', 'bagus', 'versi', 'apps', 'baru']",apps berat rusak baik cloose jaring bagus versi apps baru,2,positive,1
1,"['lelet', 'iklan', 'promo', 'iklan', 'aplikasi', 'fb', 'sosmed', 'media', 'nambahin', 'iklan', 'aplikasi', 'guna', 'aplikasi', 'bank', 'digital', 'mayoritas', 'orang', 'melek', 'tahu', 'generasi', 'old', 'gagap', 'teknologi', 'ken', 'sat', 'set', 'lelet', 'iklan', 'bikin', 'aplikasi', 'hambat', 'informasi', 'promo', 'salur', 'orang', 'bnar', 'butuh', 'promo', 'tambahin', 'layar', 'aplikasi', 'berat']",lelet iklan promo iklan aplikasi fb sosmed media nambahin iklan aplikasi guna aplikasi bank digital mayoritas orang melek tahu generasi old gagap teknologi ken sat set lelet iklan bikin aplikasi hambat informasi promo salur orang bnar butuh promo tambahin layar aplikasi berat,-27,negative,-1
2,"['fitur', 'bagus', 'aplikasi', 'berat', 'satset', 'enak', 'tolong', 'kembangin']",fitur bagus aplikasi berat satset enak tolong kembangin,-4,negative,-1
3,"['daftar', 'lancar', 'tabung', 'kendala', 'log', 'masuk', 'muter', 'terus', 'masuk', 'loading']",daftar lancar tabung kendala log masuk muter terus masuk loading,-3,negative,-1
5,"['tolong', 'tarik', 'tunai', 'atm', 'ntu', 'pakai', 'admin', 'lumayan', 'biarpun']",tolong tarik tunai atm ntu pakai admin lumayan biarpun,2,positive,1
5,"['aplikasi', 'berat', 'hp', 'ui', 'ux', 'fitur', 'ok']",aplikasi berat hp ui ux fitur ok,0,neutral,0
1,"['verifikasi', 'wajah', 'tulis', 'pasti', 'handphone', 'goyang', 'handphone', 'simpen', 'meja', 'baik', 'system', 'bug', 'kaya', 'gitu', 'nyah', 'blu']",verifikasi wajah tulis pasti handphone goyang handphone simpen meja baik system bug kaya gitu nyah blu,1,positive,1
5,"['aplikasi', 'buka', 'pembayarab']",aplikasi buka pembayarab,-4,negative,-1
5,"['keren', 'banget', 'aplikasi', 'udh', 'pakai', 'dr', 'seworth', 'saving', 'uang', 'aman', 'bca']",keren banget aplikasi udh pakai dr seworth saving uang aman bca,-3,negative,-1
1,"['aplikasi', 'lelet', 'verif', 'nasabah', 'bca', 'tetep', 'tolak', 'aplikasi', 'download', 'buang', 'buang']",aplikasi lelet verif nasabah bca tetep tolak aplikasi download buang buang,-14,negative,-1
5,"['rekomendasi', 'mudah', 'tranfer', 'cmn', 'kurang', 'jam', 'tentu', 'transfer']",rekomendasi mudah tranfer cmn kurang jam tentu transfer,-3,negative,-1
5,"['rekening', 'perban', 'cocok', 'banget', 'anak', 'muda', 'bagi', 'segmentasi', 'saldo', 'pilih', 'blu', 'debit', 'card', 'unik', 'pakai', 'domestik', 'internasional', 'bebas', 'biaya', 'bulan', 'bebas', 'biaya', 'daftar']",rekening perban cocok banget anak muda bagi segmentasi saldo pilih blu debit card unik pakai domestik internasional bebas biaya bulan bebas biaya daftar,-19,negative,-1
5,"['moga', 'bagusdan', 'bonusnyablu', 'bcauntuk', 'kawula', 'muda']",moga bagusdan bonusnyablu bcauntuk kawula muda,-4,negative,-1
5,"['blu', 'sedia', 'kartu', 'debit', 'fisik', 'bank', 'digital', 'belah', 'kasih', 'bintang']",blu sedia kartu debit fisik bank digital belah kasih bintang,-2,negative,-1
4,"['performa', 'aplikasi', 'tingkat', 'kali', 'loading', 'buka', 'aplikasi']",performa aplikasi tingkat kali loading buka aplikasi,-7,negative,-1
5,"['transaksi', 'lancar', 'mudah']",transaksi lancar mudah,9,positive,1
5,"['simple', 'mudah', 'cepat']",simple mudah cepat,6,positive,1
5,"['blu', 'bantu', 'userfriendly', 'desain', 'simpel', 'fungsional', 'rekomendasi']",blu bantu userfriendly desain simpel fungsional rekomendasi,6,positive,1
5,"['bagus', 'sukaa', 'buka', 'ini']",bagus sukaa buka ini,-2,negative,-1
5,"['bagus', 'bikin', 'rekening', 'cepat', 'ribet', 'pakai', 'ktp', 'doang', 'request', 'debit', 'cardnya', 'simpel', 'banget', 'minus', 'lelet', 'appnya']",bagus bikin rekening cepat ribet pakai ktp doang request debit cardnya simpel banget minus lelet appnya,-5,negative,-1
4,"['ok', 'buka', 'device', 'belah', 'orang', 'pakai', 'device']",ok buka device belah orang pakai device,-1,negative,-1
1,"['maaf', 'depelover', 'cepat', 'responya', 'registrasi', 'lambat', 'responnya', 'konfirmasi', 'kode', 'kirim', 'lambat']",maaf depelover cepat responya registrasi lambat responnya konfirmasi kode kirim lambat,3,positive,1
5,"['mudah', 'manfaat', 'banget']",mudah manfaat banget,9,positive,1
4,"['oke', 'promo', 'kemarin', 'sepi']",oke promo kemarin sepi,2,positive,1
1,"['verifikasi', 'wajah', 'pdhal', 'hp', 'taruh', 'tripod', 'tetep', 'gagal', 'tulis', 'hp', 'goyang', 'hilang', 'verifikasi', 'wajah']",verifikasi wajah pdhal hp taruh tripod tetep gagal tulis hp goyang hilang verifikasi wajah,-7,negative,-1
2,"['aplikasi', 'lelet', 'lambat', 'loadingnya', 'bca', 'mobile', 'bca', 'cepat']",aplikasi lelet lambat loadingnya bca mobile bca cepat,-3,negative,-1
5,"['blu', 'mudah', 'transaksi']",blu mudah transaksi,7,positive,1
5,"['layan', 'mudah']",layan mudah,3,positive,1
1,"['jelek', 'suka', 'ganggu', 'masuk']",jelek suka ganggu masuk,-10,negative,-1
5,"['aplikasi', 'lambat', 'berfikir', 'mohon', 'aplikasi', 'tingkat']",aplikasi lambat berfikir mohon aplikasi tingkat,-6,negative,-1
3,"['device', 'chipset', 'snapdragon', 'berat', 'aplikasi', 'bikin', 'ringan', 'aplikasi', 'mybca']",device chipset snapdragon berat aplikasi bikin ringan aplikasi mybca,-7,negative,-1
5,"['bagus', 'banget', 'aplikasi', 'cocok', 'anak', 'muda', 'tampil', 'bagus', 'manfaat', 'pisahin', 'uang', 'tabung', 'lain']",bagus banget aplikasi cocok anak muda tampil bagus manfaat pisahin uang tabung lain,-9,negative,-1
5,"['moga', 'percaya', 'sistem', 'login', 'guna', 'terimakasih']",moga percaya sistem login guna terimakasih,5,positive,1
5,"['aplikasi', 'uang', 'baguss']",aplikasi uang baguss,-4,negative,-1
1,"['masuk', 'alias', 'lemotpengajuan', 'makan', 'lamaotp', 'pakai', 'biaya', 'sms', 'beban', 'guna', 'hadehhhhhh', 'uninstall', 'deh']",masuk alias lemotpengajuan makan lamaotp pakai biaya sms beban guna hadehhhhhh uninstall deh,-7,negative,-1
5,"['bagus', 'kecewa']",bagus kecewa,-2,negative,-1
1,"['topup', 'shopeepay', 'gabisa']",topup shopeepay gabisa,0,neutral,0
4,"['acara', 'klik', 'masuk', 'input', 'pin', 'langsung', 'pas', 'buka', 'app', 'langsung', 'masuk', 'pin', 'bintang', 'mudah', 'user']",acara klik masuk input pin langsung pas buka app langsung masuk pin bintang mudah user,6,positive,1
5,"['tampil', 'ui', 'halus', 'aplikasi', 'bca', 'mobile', 'lelet', 'terima', 'kasih']",tampil ui halus aplikasi bca mobile lelet terima kasih,-3,negative,-1
2,"['bikin', 'rekening', 'ktp', 'gabisa', 'terdeksi', 'deh', 'coba', 'kali', 'kali', 'tetep', 'gabisa', 'pdhl', 'bkin', 'rekening', 'bank', 'tolong', 'baik']",bikin rekening ktp gabisa terdeksi deh coba kali kali tetep gabisa pdhl bkin rekening bank tolong baik,4,positive,1
4,"['far', 'oktp', 'loading', 'lambat', 'buru', 'buru', 'gmn', 'gtutrus', 'fitur', 'investasi', 'contoh', 'emaskl', 'bintang', 'deh']",far oktp loading lambat buru buru gmn gtutrus fitur investasi contoh emaskl bintang deh,-3,negative,-1
5,"['enak', 'banget', 'aplikasi', 'manage', 'uang', 'debgan', 'uang', 'kategori', 'sesuai', 'butuh']",enak banget aplikasi manage uang debgan uang kategori sesuai butuh,-4,negative,-1
1,"['daftar', 'akun', 'bank', 'bikin', 'ribetpenyubutan', 'email', 'salah', 'matiinpengiriman', 'registrasi', 'nomer', 'perlamasedangkan', 'ktp', 'tahan', 'bangke']",daftar akun bank bikin ribetpenyubutan email salah matiinpengiriman registrasi nomer perlamasedangkan ktp tahan bangke,-7,negative,-1
1,"['masuk', 'dalam', 'aplikasi', 'loading', 'sulit', 'transaksi', 'transfer', 'tunggu', 'loading', 'sat', 'set']",masuk dalam aplikasi loading sulit transaksi transfer tunggu loading sat set,-1,negative,-1
5,"['kekuranganya', 'kode', 'qr', 'pembayarannamun', 'terima']",kekuranganya kode qr pembayarannamun terima,-1,negative,-1
1,"['ip', 'fine', 'fine', 'gilir', 'coba', 'andro', 'force', 'close', 'suka', 'kelogout', 'coba', 'kali', 'kali', 'login', 'mental', 'zzzz']",ip fine fine gilir coba andro force close suka kelogout coba kali kali login mental zzzz,8,positive,1
5,"['nyaman', 'pakai', 'blu', 'moga', 'fitur', 'pakai']",nyaman pakai blu moga fitur pakai,5,positive,1
1,"['verifikasi', 'anak', 'tele', 'susah', 'dihubungin', 'asli', 'ngeselin']",verifikasi anak tele susah dihubungin asli ngeselin,-9,negative,-1
2,"['update', 'update', 'masuk', 'susah', 'yah', 'susah', 'gin', 'pakai', 'blu']",update update masuk susah yah susah gin pakai blu,-9,negative,-1
5,"['bantu', 'gampang', 'daftar']",bantu gampang daftar,-2,negative,-1
4,"['overall', 'okee', 'pakai', 'blu', 'kendala', 'ganggu', 'aplikasi', 'berat', 'buka', 'smooth', 'jaring', 'kencang', 'ganggu', 'enteng', 'enak', 'multitasking', 'mohon', 'tingkat', 'experience', 'guna', 'nyaman']",overall okee pakai blu kendala ganggu aplikasi berat buka smooth jaring kencang ganggu enteng enak multitasking mohon tingkat experience guna nyaman,0,neutral,0
5,"['tarik', 'bantu', 'nabung', 'mudah', 'gaperlu', 'rekening', 'pisah', 'tabung', 'arisan', 'jugaa', 'mudah', 'banget', 'aplikasi', 'blu', 'transparan', 'keren', 'pokoknyaa', 'wajib', 'cobaaaaaaa']",tarik bantu nabung mudah gaperlu rekening pisah tabung arisan jugaa mudah banget aplikasi blu transparan keren pokoknyaa wajib cobaaaaaaa,5,positive,1
2,"['halo', 'kak', 'guna', 'blu', 'hp', 'andorid', 'versi', 'buka', 'aplikasi', 'blu', 'update', 'kak', 'update', 'aplikasi', 'aplikasi', 'baru', 'blu', 'kompatibel', 'android', 'kak', 'mohon', 'bantu', 'terimakasih']",halo kak guna blu hp andorid versi buka aplikasi blu update kak update aplikasi aplikasi baru blu kompatibel android kak mohon bantu terimakasih,-6,negative,-1
1,"['qrisny', 'lambat', 'sekaranghrsny', 'blu', 'bca', 'agresif', 'responsif', 'transfer', 'bca', 'blu', 'tk', 'gratis', 'bgtpun', 'dngan', 'tark', 'tunainy', 'atm', 'bca', 'bayar']",qrisny lambat sekaranghrsny blu bca agresif responsif transfer bca blu tk gratis bgtpun dngan tark tunainy atm bca bayar,3,positive,1
2,"['masuk', 'aplikasi', 'sambung', 'putus', 'masuk', 'sinyal', 'bagus', 'terkadang', 'buru', 'transfer', 'suka', 'repot', 'buka', 'tunggu', 'tentu']",masuk aplikasi sambung putus masuk sinyal bagus terkadang buru transfer suka repot buka tunggu tentu,-23,negative,-1
5,"['mantul', 'mantap', 'friendly', 'kini', 'aplikasi', 'blu', 'tampil', 'ramai', 'simpel', 'registrasi', 'kendala', 'cepat', 'digitalfully', 'sebenarbenarnya', 'bank', 'digital', 'saran', 'menu', 'bayarbeli', 'lengkap', 'sedia', 'token', 'listrik', 'lain', 'batas', 'beli', 'pulsa', 'bayar', 'tv', 'kabel', 'token', 'listrik', 'lain', 'kena', 'biaya', 'admin', 'free', 'tmrw', 'free']",mantul mantap friendly kini aplikasi blu tampil ramai simpel registrasi kendala cepat digitalfully sebenarbenarnya bank digital saran menu bayarbeli lengkap sedia token listrik lain batas beli pulsa bayar tv kabel token listrik lain kena biaya admin free tmrw free,-11,negative,-1
5,"['baca', 'aplikasi', 'blu', 'bca', 'digital', 'paham', 'tabung', 'bca', 'beda', 'gaess', 'tabung', 'blu', 'simpel', 'cepat', 'bikin', 'rekening', 'serba', 'online', 'blu', 'akses', 'aplikasi', 'redi', 'telkomsel', 'simpel', 'deh', 'transaksi', 'aplikasi']",baca aplikasi blu bca digital paham tabung bca beda gaess tabung blu simpel cepat bikin rekening serba online blu akses aplikasi redi telkomsel simpel deh transaksi aplikasi,6,positive,1
1,"['akun', 'lancar', 'sayang', 'akun', 'rekening', 'masuk', 'sesi', 'habis', 'app', 'tuh', 'jalan', 'berat', 'blu', 'coba', 'gin', 'login', 'nggk', 'salah', 'koneksi', 'koneksi', 'lancar', 'banget', 'emang', 'app', 'bugnya', 'parah', 'banget', 'crucial']",akun lancar sayang akun rekening masuk sesi habis app tuh jalan berat blu coba gin login nggk salah koneksi koneksi lancar banget emang app bugnya parah banget crucial,-9,negative,-1
1,"['tolong', 'kembali', 'blu', 'setor', 'tunai', 'tarik', 'tunai', 'mesti', 'batas', 'kali', 'batas', 'arti', 'gratis', 'biaya', 'tambah', 'kali', 'setor', 'tarik', 'tunai', 'kuota', 'setor', 'tarik', 'gabung', 'pilih', 'setor', 'tarik', 'maksimal', 'kali', 'blu', 'rekening', 'digital', 'otomatis', 'transaksi', 'digital', 'kondisi', 'andal', 'blu', 'banding', 'bca']",tolong kembali blu setor tunai tarik tunai mesti batas kali batas arti gratis biaya tambah kali setor tarik tunai kuota setor tarik gabung pilih setor tarik maksimal kali blu rekening digital otomatis transaksi digital kondisi andal blu banding bca,22,positive,1
2,"['terima', 'kasih', 'blu', 'bca', 'kecewa', 'transfer', 'bca', 'blu', 'bca', 'kena', 'cast', 'naung']",terima kasih blu bca kecewa transfer bca blu bca kena cast naung,0,neutral,0
4,"['suka', 'aplikasi', 'bikin', 'mudah', 'nabung', 'bikin', 'pos', 'pos', 'sendiri', 'tabung', 'tolong', 'tu', 'lelet', 'banget', 'buka', 'lambat', 'berat', 'tolong', 'baik', 'sinyal', 'kenceng', 'memori', 'hp', 'aman', 'berat', 'banget', 'buka', 'aplikasi', 'pindah', 'menu', 'tunggu', 'tolong', 'baik']",suka aplikasi bikin mudah nabung bikin pos pos sendiri tabung tolong tu lelet banget buka lambat berat tolong baik sinyal kenceng memori hp aman berat banget buka aplikasi pindah menu tunggu tolong baik,2,positive,1
4,"['aplikasi', 'penuh', 'butuh', 'guna', 'fitur', 'mudah', 'complain', 'kurang', 'button', 'tekan', 'responsif', 'lag', 'scroll', 'navigasi', 'halaman', 'moga', 'baik']",aplikasi penuh butuh guna fitur mudah complain kurang button tekan responsif lag scroll navigasi halaman moga baik,-7,negative,-1
2,"['aplikasi', 'lelet', 'berat', 'responsif', 'klik', 'menu', 'langsung', 'pindah', 'menu', 'lagdelay', 'pindah', 'menu', 'loading', 'banding', 'aplikasi', 'mbanking', 'inti', 'buka', 'aplikasi', 'masuk', 'pin', 'finger', 'print', 'transaksi', 'tahap', 'loading', 'detik', 'klik', 'langsung', 'pindah', 'menu', 'muter', 'loading', 'detik']",aplikasi lelet berat responsif klik menu langsung pindah menu lagdelay pindah menu loading banding aplikasi mbanking inti buka aplikasi masuk pin finger print transaksi tahap loading detik klik langsung pindah menu muter loading detik,-11,negative,-1
1,"['video', 'call', 'muncul', 'bug', 'critical', 'error', 'occurred', 'solusi', 'gmna', 'kak', 'gmna', 'paket', 'data', 'jaring', 'bagus', 'muncul', 'critical', 'error', 'occurred', 'oppo', 'fs', 'android', 'fix', 'bug', 'update', 'aplikasi', 'harap', 'fix', 'bugnya', 'pas', 'coba', 'force', 'close']",video call muncul bug critical error occurred solusi gmna kak gmna paket data jaring bagus muncul critical error occurred oppo fs android fix bug update aplikasi harap fix bugnya pas coba force close,-11,negative,-1
3,"['minimal', 'saldo', 'sistem', 'transfer', 'potong', 'biaya', 'transfer', 'gratis', 'blu', 'rewards', 'saldo', 'habis', 'mohon', 'baik', 'minimal', 'saldo']",minimal saldo sistem transfer potong biaya transfer gratis blu rewards saldo habis mohon baik minimal saldo,0,neutral,0
3,"['aplikasi', 'bank', 'digital', 'bawah', 'usaha', 'kaya', 'bank', 'bca', 'aplikasi', 'buruk', 'pakai', 'aplikasi', 'loading', 'transaksi', 'apa', 'daftar', 'rek', 'masuk', 'pin', 'pilih', 'menu', 'loading', 'mikir', 'sinyal', 'jelek', 'kuota', 'aman', 'wifi', 'kenceng', 'emang', 'aplikasi', 'bagus', 'jadi', 'tolong', 'banget', 'tingkat', 'kaya', 'bca']",aplikasi bank digital bawah usaha kaya bank bca aplikasi buruk pakai aplikasi loading transaksi apa daftar rek masuk pin pilih menu loading mikir sinyal jelek kuota aman wifi kenceng emang aplikasi bagus jadi tolong banget tingkat kaya bca,-40,negative,-1
2,"['aplikasi', 'stabil', 'responsif', 'animasi', 'kaku', 'berat', 'beda', 'aplikasi', 'bank', 'stabil', 'responsif', 'sentuh', 'fitur', 'bayar', 'sedia', 'sperti', 'telekomunikasi', 'bayar', 'parkir', 'lain', 'tolong', 'baik', 'bintang', 'tambahin']",aplikasi stabil responsif animasi kaku berat beda aplikasi bank stabil responsif sentuh fitur bayar sedia sperti telekomunikasi bayar parkir lain tolong baik bintang tambahin,-7,negative,-1
5,"['masuk', 'buka', 'inbox', 'menu', 'notifikasi', 'slide', 'kanan', 'kiri', 'geser', 'newspromo', 'mengahapus', 'notifikasi', 'menu', 'balik', 'notifikasi', 'tsb', 'depan', 'kasih', 'icon', 'recycle', 'notif', 'slide', 'kiri', 'kanan', 'pindah', 'halaman', 'belah', 'kadang', 'suka', 'sengaja', 'geser', 'trus', 'hapus', 'informasi', 'notifikasi', 'news', 'promonya']",masuk buka inbox menu notifikasi slide kanan kiri geser newspromo mengahapus notifikasi menu balik notifikasi tsb depan kasih icon recycle notif slide kiri kanan pindah halaman belah kadang suka sengaja geser trus hapus informasi notifikasi news promonya,-27,negative,-1
